,Job Title,min salary,max,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
722,Data Analyst,60000.00,66000.00,"Chicago, IL","Kennesaw, GA",201 to 500 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,-1
723,Data Transformation Analyst,60000.00,66000.00,"Chicago, IL","Dayton, OH",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"Accenture, West Monroe, Slalom",-1
724,Data Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"eHealth, Anthem",TRUE
725,Jr. Data Analyst,60000.00,66000.00,"Downers Grove, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1
726,Urgent Need - Data Analyst,60000.00,66000.00,"Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1
727,Data Analyst,60000.00,66000.00,"Chicago, IL","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"DoubleClick, Specific Media, Collective",TRUE
728,Business Systems & Data Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",201 to 500 employees,1999,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,"Anheuser-Busch InBev, The Boston Beer Company",-1
729,Healthcare Data Analyst - Remote,60000.00,66000.00,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cerner, Epic, Athena Health Care Systems",-1
730,Data Analyst,60000.00,66000.00,"Chicago, IL","Fort Wayne, IN",201 to 500 employees,2011,Company - Private,Transportation Management,Transportation & Logistics,$100 to $500 million (USD),"Redwood Logistics, Coyote Logistics, Echo Global Logistics",-1
731,Data Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1
732,Product Data Analyst,60000.00,66000.00,"Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1
733,Entry Level / Jr. Data Analyst,60000.00,66000.00,"Chicago, IL","Langhorne, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
734,Data Analyst (Junior),60000.00,66000.00,"Downers Grove, IL","Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
735,Data Analyst,60000.00,66000.00,"Downers Grove, IL","Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
736,Associate Marketing Data Analyst,60000.00,66000.00,"Broadview, IL","Farmington Hills, MI",10000+ employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),"Continental, FCA Fiat Chrysler Automobiles",-1
737,Outsights Data Analyst,60000.00,66000.00,"Chicago, IL","Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,$1 to $2 billion (USD),-1,-1
738,Business Data Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",51 to 200 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$2 to $5 billion (USD),-1,-1
739,Data Analyst,60000.00,66000.00,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
740,Data Analyst,60000.00,66000.00,"Chicago, IL","Park Ridge, IL",201 to 500 employees,1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
741,Data Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),"J.P. Morgan, Bank of America, U.S. Bank",-1
742,Data Analyst - Excel,60000.00,66000.00,"Downers Grove, IL","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Kelly, Manpower",-1
743,Associate Marketing Data Analyst,60000.00,66000.00,"Broadview, IL","Mount Prospect, IL",1001 to 5000 employees,1971,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Stanley Black & Decker, Milwaukee Tool",-1
744,Data Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,Unknown / Non-Applicable,-1,-1
745,Data Integrity Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",10000+ employees,1837,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1
746,Data Integrity Analyst,60000.00,66000.00,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1999,Private Practice / Firm,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"BlackRock, Nuveen, Piper Sandler",-1
747,Data Analyst - IntelliScript,60000.00,66000.00,"Chicago, IL","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1,-1
748,Data Analyst,60000.00,66000.00,"Chicago, IL","Toronto, Canada",10000+ employees,1817,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"CIBC, RBC, TD",-1
749,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),60000.00,66000.00,"Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),"J.P. Morgan, Bank of America, U.S. Bank",-1
750,Data Analyst,73000.00,82000.00,"Chicago, IL","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",-1
751,Lead Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",1 to 50 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
752,Manufacturing Data Analyst,73000.00,82000.00,"Woodridge, IL","Atlanta, GA",10000+ employees,2015,Company - Public,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),"International Paper, Graphic Packaging International, Smurfit Kappa",-1
753,Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
754,Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2012,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1
755,Data Analyst,73000.00,82000.00,"Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1
756,Data Analyst Intern,73000.00,82000.00,"Chicago, IL","Gardena, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
757,Data Analyst,73000.00,82000.00,"Chicago, IL","Muscatine, IA",5001 to 10000 employees,1944,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1
758,Data Analyst,73000.00,82000.00,"Downers Grove, IL","Berea, OH",1 to 50 employees,2017,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1
759,Data Analyst,73000.00,82000.00,"Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
760,Data Analyst,73000.00,82000.00,"Chicago, IL","San Francisco, CA",1001 to 5000 employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1,-1
761,Data Analyst,73000.00,82000.00,"Downers Grove, IL","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
762,Public Health Data Visualization Analyst,73000.00,82000.00,"Chicago, IL","East Thetford, VT",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
763,Data Operations Analyst,73000.00,82000.00,"Chicago, IL","KIRKLAND, Canada",51 to 200 employees,2007,Unknown,-1,-1,Less than $1 million (USD),-1,-1
764,Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",51 to 200 employees,2015,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1
765,Data Quality Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",201 to 500 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1
766,Marketing Data Analyst,73000.00,82000.00,"Chicago, IL",-1,-1,-1,-1,-1,-1,-1,-1,-1
767,Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
768,Data Analyst,73000.00,82000.00,"Chicago, IL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
769,Data Analyst,73000.00,82000.00,"Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
770,Provider Analytics Data Analyst,73000.00,82000.00,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
771,CSI Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,Unknown / Non-Applicable,-1,-1
772,Outsights Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,TRUE
773,Data Analyst,73000.00,82000.00,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
774,Provider Analytics Data Analyst,73000.00,82000.00,"Chicago, IL","Rolling Meadows, IL",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
775,Data Analyst,73000.00,82000.00,"Chicago, IL","Ottawa, Canada",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1
776,Data Governance Analyst,73000.00,82000.00,"Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1
777,Data Analyst,73000.00,82000.00,"Chicago, IL","New Haven, CT",51 to 200 employees,1991,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1
778,"Data Analyst, Business Intelligence",73000.00,82000.00,"Chicago, IL","Chicago, IL",51 to 200 employees,2014,Company - Private,Lending,Finance,$50 to $100 million (USD),"Avant, Enova, OppLoans",-1
779,Data Analyst,67000.00,92000.00,"Burr Ridge, IL","South Holland, IL",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1
780,Data Analyst,67000.00,92000.00,"Chicago, IL","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
781,Data Analyst - Rush Infectious Diseases,67000.00,92000.00,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1837,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
782,Data Analyst,67000.00,92000.00,"Chicago, IL","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
783,Fair Lending Data Analyst,67000.00,92000.00,"Rolling Meadows, IL","Chicago, IL",501 to 1000 employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1
784,Data Analyst,67000.00,92000.00,"Chicago, IL","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1
785,Senior Research Data Analyst,67000.00,92000.00,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1
786,Data Analyst,67000.00,92000.00,"Chicago, IL","Detroit, MI",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$1 to $5 million (USD),-1,-1
787,Data Analyst,67000.00,92000.00,"Deerfield, IL","Deerfield Beach, FL",201 to 500 employees,2000,Private Practice / Firm,Legal,Accounting & Legal,Unknown / Non-Applicable,-1,-1
788,Data Management Analyst,67000.00,92000.00,"Chicago, IL","Chicago, IL",10000+ employees,-1,Company - Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,-1
789,Data Operations Analyst,67000.00,92000.00,"Chicago, IL","Atlanta, GA",501 to 1000 employees,1983,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Blue Yonder, SAP, NCR",TRUE
790,Data Analyst,67000.00,92000.00,"Chicago, IL","Singapore, Singapore",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
791,"Data Analyst, Operations Engineering",67000.00,92000.00,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,-1
792,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",67000.00,92000.00,"Chicago, IL","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",-1
793,Business Analyst / Data Analyst,67000.00,92000.00,"Chicago, IL","Seattle, WA",1 to 50 employees,-1,Franchise,Construction,"Construction, Repair & Maintenance",Less than $1 million (USD),-1,-1
794,Master Data Analyst,67000.00,92000.00,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1908,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,-1
795,BI Data Analyst,67000.00,92000.00,"Chicago, IL","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
796,Data Quality Analyst,67000.00,92000.00,"Chicago, IL","Philadelphia, PA",1001 to 5000 employees,1966,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$1 to $2 billion (USD),-1,-1
797,Data Analyst,67000.00,92000.00,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Nielsen, Kantar, IRI",-1
798,Sr. Data Analyst,67000.00,92000.00,"Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1
799,Tableau Developer/Data Analyst,67000.00,92000.00,"Northlake, IL","Northlake, IL",1001 to 5000 employees,1959,Company - Private,Other Retail Stores,Retail,$500 million to $1 billion (USD),-1,-1
800,Data Analyst,67000.00,92000.00,"Chicago, IL",-1,-1,-1,-1,-1,-1,-1,-1,-1
801,Data Analyst,67000.00,92000.00,"Northbrook, IL","Dublin, OH",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
802,Data Analyst – Level II,67000.00,92000.00,"Chicago, IL","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1
803,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),67000.00,92000.00,"Chicago, IL","Toronto, Canada",10000+ employees,1817,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"CIBC, RBC, TD",-1
804,Data Analyst,67000.00,92000.00,"Chicago, IL","New York, NY",5001 to 10000 employees,1988,Company - Private,Legal,Accounting & Legal,$1 to $2 billion (USD),-1,-1
805,Data Analyst,67000.00,92000.00,"Des Plaines, IL","Philadelphia, PA",1001 to 5000 employees,1965,Subsidiary or Business Segment,-1,-1,Unknown / Non-Applicable,-1,-1
806,Senior Trading Systems Data Analyst (Chicago or NY),67000.00,92000.00,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1997,Company - Private,Venture Capital & Private Equity,Finance,$100 to $500 million (USD),"Wolverine Trading, Interactive Brokers, Citadel",-1
807,Data Analyst/Programmer,67000.00,92000.00,"Itasca, IL","Itasca, IL",51 to 200 employees,1982,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),-1,-1
808,Data Services Business Analyst 2,42000.00,76000.00,"Chicago, IL","London, United Kingdom",10000+ employees,1828,Company - Public,Consulting,Business Services,$10+ billion (USD),"Aon, Accenture, Marsh & McLennan Companies",-1
809,Data Analyst,42000.00,76000.00,"Evanston, IL","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
810,Call Center Data Analyst,42000.00,76000.00,"Chicago, IL","Chicago, IL",501 to 1000 employees,1906,Company - Private,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,-1
811,Data Analyst - 20,42000.00,76000.00,"Northbrook, IL","Houston, TX",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
812,Data Governance Analyst,42000.00,76000.00,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
813,Data Analyst,42000.00,76000.00,"Bridgeview, IL","Bridgeview, IL",1001 to 5000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,-1
814,Senior Global Data Analyst / Power BI Dashboard Developer,42000.00,76000.00,"Chicago, IL","Waltham, MA",5001 to 10000 employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),-1,-1
